,USERS,Purchases,Spent
990,895632,2,57.0
991,895641,72,1603.8700000000001
992,895642,50,2002.7099999999998
993,895651,72,720.31002
994,895652,59,456.49996
995,895661,25,53.61
996,895662,17,64.44
997,895671,30,1329.64
998,895672,31,222.35000000000002
999,895681,27,1843.0
1000,895682,13,152.0
1001,895691,33,109.46
1002,895692,2,69.97999999999999
1003,895701,29,778.4900000000001
1004,895702,31,326.15
1005,895721,34,1935.74
1006,895722,76,392.97105000000005
1007,895731,32,603.2199999999999
1008,895732,15,176.52999999999997
1009,895742,9,189.01000000000002
1010,895752,22,246.68
1011,895761,32,249.91000000000003
1012,895762,7,124.93
1013,895772,63,1015.96
1014,895781,28,288.2700000000001
1015,895782,25,104.77
1016,895791,28,64.85
1017,895801,22,440.5400000000001
1018,895802,3,216.54000000000002
1019,895812,73,7633.730999999999
1020,895821,58,843.4500099999999
1021,895822,34,647.8399999999999
1022,895831,25,126.49
1023,895832,8,79.76
1024,895841,19,439.82998000000003
1025,895851,30,245.89999999999998
1026,895852,67,465.5500000000001
1027,895862,7,56.879999999999995
1028,895871,50,961.8699999999999
1029,895872,18,141.88000000000002
1030,895882,8,53.15
1031,895891,53,898.2100099999999
1032,895892,41,476.92001
1033,895901,83,14227.281
1034,895902,68,1256.5900000000001
1035,895911,14,423.67
1036,895912,18,174.22
1037,895921,51,258.04
1038,895931,20,795.38
1039,895941,26,449.01
1040,895942,55,780.9
1041,895951,88,1542.65003
1042,895952,9,447.79
1043,895961,22,362.72
1044,895962,49,758.7200100000001
1045,895971,21,198.48999999999998
1046,895972,19,285.40000000000003
1047,895981,22,63.17
1048,895982,18,67.30000000000001
1049,895991,43,512.0
1050,895992,41,290.21
1051,896001,32,229.37
1052,896002,35,256.37
1053,896011,67,1945.4499999999998
1054,896012,47,2670.9700000000007
1055,896022,81,1019.3000000000003
1056,896031,20,96.55999999999999
1057,896032,26,135.86999999999998
1058,896041,119,7267.3499999999985
1059,896042,84,3375.2699999999995
1060,896061,17,206.98001
1061,896062,16,278.78999
1062,896071,10,283.27001
1063,896072,1,40.0
1064,896081,33,736.3400000000001
1065,896082,8,105.16
1066,896091,51,1005.9085799999999
1067,896092,36,1837.504
1068,896101,15,613.45
1069,896102,14,138.61999999999998
1070,896111,20,916.37999
1071,896112,5,260.25
1072,896121,25,124.99
1073,896122,37,221.71
1074,896131,24,1066.91
1075,896132,22,135.07
1076,896141,44,939.65999
1077,896151,17,1752.8100000000002
1078,896152,27,219.97999999999996
1079,896161,66,317.85999000000004
1080,896162,15,967.7200000000001
1081,896171,68,833.3900000000001
1082,896172,74,1886.15001
1083,896181,21,215.70000000000002
1084,896182,94,734.1200199999998
1085,896191,65,341.50004
1086,896192,36,488.24
1087,896202,16,117.65
1088,896212,2,45.0
1089,896221,36,229.60999999999999
1090,896222,3,49.0
1091,896231,42,636.95
1092,896232,64,781.2999900000001
1093,896242,22,1653.5
1094,896251,37,1215.9900000000002
1095,896252,80,787.97
1096,896261,44,1848.58
1097,896262,68,2318.1583300000007
1098,896271,27,913.2800000000001
1099,896272,2,30.0
1100,896281,164,1901.17996
1101,896282,155,3397.20696
1102,896302,59,264.62
1103,896311,24,81.30000000000001
1104,896312,2,357.25
1105,896331,60,557.8000000000001
1106,896332,49,839.66
1107,896341,52,1827.9099999999996
1108,896342,58,4411.59001
1109,896351,38,401.58
1110,896352,36,261.61
1111,896361,36,148.95999999999998
1112,896362,17,104.49000000000001
1113,896371,30,176.11999999999998
1114,896381,57,1144.06
1115,896382,33,385.07
1116,896392,65,1868.6499900000001
1117,896401,23,197.67000000000002
1118,896402,13,178.14000000000001
1119,896421,21,187.62
1120,896422,28,500.93999999999994
1121,896431,22,1584.21
1122,896432,29,347.29999999999995
1123,896442,54,1073.8400199999999
1124,896451,64,2100.2200000000003
1125,896452,37,242.57000000000002
1126,896461,126,1097.51
1127,896462,32,196.47
1128,896472,9,57.77
1129,896481,9,66.77000000000001
1130,896482,18,62.730000000000004
1131,896491,12,135.96
1132,896492,7,322.2
1133,896501,46,387.25
1134,896502,42,2942.03
1135,896511,76,800.67
1136,896512,51,398.96000000000004
1137,896521,47,560.2199999999998
1138,896522,74,500.0299800000001
1139,896531,60,675.96
1140,896532,73,571.2900000000001
1141,896541,8,225.75
1142,896542,55,229.66999999999996
1143,896552,20,546.31
1144,896571,18,47.900000000000006
1145,896572,18,75.08000000000001
1146,896591,65,506.4700000000001
1147,896592,42,273.59
1148,896601,67,1159.66001
1149,896602,12,55.990000000000016
1150,896611,18,177.53000000000003
1151,896621,22,287.56
1152,896622,38,458.15
1153,896631,81,405.95001
1154,896641,26,146.04000000000002
1155,896642,39,489.91
1156,896651,70,1927.7957999999999
1157,896652,21,272.33000000000004
1158,896661,67,527.8399999999999
1159,896662,27,89.27999999999999
1160,896671,14,82.55
1161,896672,33,467.64
1162,896681,23,200.33
1163,896682,22,209.43
1164,896691,96,3279.8700000000003
1165,896692,80,1654.37
1166,896701,32,499.25
1167,896702,60,745.7100000000002
1168,896721,46,2391.8999999999996
1169,896722,53,1156.38
1170,896732,30,275.15999
1171,896751,23,368.1000000000001
1172,896752,48,536.9300000000001
1173,896761,27,367.44999
1174,896762,35,782.0999899999999
1175,896771,73,865.2000099999999
1176,896772,66,294.58
1177,896781,51,548.5299999999999
1178,896782,21,101.93
1179,896791,54,1277.3000100000002
1180,896792,23,439.21999999999997
1181,896801,28,550.59
1182,896802,28,349.61
1183,896811,44,40601.67
1184,896812,62,610.7400000000001
1185,896821,63,8537.434460000002
1186,896822,34,2188.54
1187,896831,16,85.87
1188,896832,9,63.96
1189,896841,14,242.08999999999997
1190,896842,53,1281.71
1191,896852,75,996.26
1192,896861,46,438.46999999999997
1193,896862,53,1151.9299999999998
1194,896872,25,2981.08
1195,896881,75,1007.5800000000002
1196,896882,70,5612.036
1197,896892,15,411.01000000000005
1198,896901,52,937.8500000000001
1199,896902,43,628.17999
1200,896912,30,1130.3300000000002
1201,896921,74,115.19
1202,896922,12,41.59
1203,896931,22,328.75
1204,896932,33,2209.18
1205,896941,9,69.37
1206,896942,2,58.050000000000004
1207,896951,18,386.92999
1208,896952,6,21.380000000000003
1209,896962,20,610.9399999999999
1210,896972,39,525.41
1211,896981,85,414.21999
1212,896982,111,1546.3700100000003
1213,896991,63,1982.89
1214,896992,57,1546.55
1215,897001,64,789.05
1216,897002,41,288.80999999999995
1217,897021,33,226.83
1218,897022,65,646.48
1219,897031,28,719.64
1220,897032,27,582.25999
1221,897041,71,1598.56
1222,897042,54,4083.7599999999998
1223,897051,18,625.31
1224,897052,29,108.90000000000002
1225,897062,38,69.77
1226,897071,34,475.18
1227,897072,28,1098.4800000000002
1228,897081,56,610.06
1229,897082,32,281.7
1230,897091,16,74.52000000000001
1231,897092,54,282.58
1232,897101,20,101.83
1233,897102,36,223.95
1234,897111,50,1161.1499900000001
1235,897112,59,759.83002
1236,897121,23,324.77000000000004
1237,897122,36,228.99000000000004
1238,897141,3,96.0
1239,897151,14,229.32
1240,897152,19,648.7500000000001
1241,897171,40,672.48
1242,897172,24,2315.96998
1243,897181,81,364.39
1244,897182,58,3561.55
1245,897191,53,1806.0199900000002
1246,897192,58,1863.3899900000001
1247,897221,17,185.87
1248,897231,67,882.46578
1249,897232,44,445.84000999999995
1250,897251,49,5140.749999999999
1251,897252,21,9806.08
1252,897261,7,89.96000000000001
1253,897262,28,144.65
1254,897271,16,104.46999
1255,897272,89,553.08
1256,897281,100,2408.9099899999997
1257,897291,35,78.25999999999999
1258,897292,25,80.92
1259,897301,12,162.15
1260,897302,17,1675.9799999999998
1261,897311,102,535.0299999999999
1262,897312,22,61.55
1263,897331,35,388.09999999999997
1264,897332,42,701.1299999999999
1265,897341,65,673.11
1266,897342,40,369.25
1267,897352,24,53.96
1268,897361,26,2132.01
1269,897362,18,763.39999
1270,897371,16,224.98999999999998
1271,897372,9,83.62000000000002
1272,897381,39,1085.35
1273,897382,20,453.35
1274,897411,13,336.85
1275,897412,31,882.0899999999999
1276,897421,31,288.40999999999997
1277,897431,27,1233.0700000000002
1278,897432,104,2126.46
1279,897441,104,472.18997
1280,897442,46,347.70002
1281,897451,48,150.00002
1282,897452,52,149.99999
1283,897461,29,655.38
1284,897462,18,458.30000000000007
1285,897472,42,222.19
1286,897481,28,300.62
1287,897482,21,419.16999999999996
1288,897491,51,373.10999999999996
1289,897501,92,1935.74001
1290,897502,7,118.55
1291,897511,5,105.6
1292,897521,31,791.37
1293,897522,9,120.34
1294,897531,41,367.85999999999996
1295,897532,31,683.01
1296,897541,53,219.43000000000006
1297,897542,47,195.20999999999998
1298,897551,42,931.3499999999999
1299,897552,58,1439.14
1300,897561,41,1333.81
1301,897562,22,1193.9399999999998
1302,897571,15,1713.51
1303,897572,26,162.97999999999996
1304,897581,30,275.78999999999996
1305,897582,35,807.01
1306,897591,32,172.3
1307,897592,41,300.31999999999994
1308,897601,14,81.23628999999998
1309,897602,19,110.12
1310,897611,2,20.0
1311,897612,2,12.0
1312,897621,11,125.79
1313,897622,10,96.78
1314,897632,64,3244.45999
1315,897642,61,2501.3499999999995
1316,897652,8,114.18999999999998
1317,897662,46,374.91999
1318,897671,79,675.4099999999999
1319,897672,65,502.77
1320,897681,48,372.37998
1321,897682,51,684.99999
1322,897691,10,126.87
1323,897692,6,70.73
1324,897701,31,2952.8800000000006
1325,897702,41,2864.04999
1326,897711,61,2334.0400100000006
1327,897712,65,1326.50003
1328,897721,46,299.7299999999999
1329,897731,64,1231.23
1330,897732,81,792.3900100000001
1331,897741,39,213.46999
1332,897742,18,329.88000999999997
1333,897751,33,144.45000000000002
1334,897752,28,132.14000000000001
1335,897761,10,157.2
1336,897762,7,73.6
1337,897771,38,215.72000000000003
1338,897772,31,150.54999999999998
1339,897791,32,661.1100000000001
1340,897792,43,237.83
1341,897801,9,43.79
1342,897811,53,308.99000000000007
1343,897812,46,535.92
1344,897822,51,2360.68
1345,897831,6,363.2199999999999
1346,897832,2,42.769999999999996
1347,897841,76,411.75
1348,897842,86,1920.7399899999998
1349,897851,34,1747.23
1350,897852,20,129.47
1351,897861,30,199.42
1352,897862,31,579.87
1353,897871,57,621.6
1354,897881,32,447.42999999999995
1355,897882,34,925.1400000000001
1356,897891,30,1749.22
1357,897892,3,50.0
1358,897911,39,241.22
1359,897912,35,378.75000000000006
1360,897931,15,429.15999999999997
1361,897932,16,241.47000000000003
1362,897941,10,3258.2400000000002
1363,897942,4,15.409999999999998
1364,897951,3,130.0
1365,897952,13,329.61
1366,897961,35,344.49
1367,897962,30,402.35
1368,897971,12,402.33
1369,897972,13,74.59
1370,897981,105,3518.8
1371,897982,97,1879.3700000000001
1372,897991,7,126.42001
1373,898001,36,622.5
1374,898002,31,260.10002000000003
1375,898011,86,4264.709999999999
1376,898021,67,410.25002000000006
1377,898022,35,552.83
1378,898031,11,112.92000000000002
1379,898041,3,36.239999999999995
1380,898051,31,534.49
1381,898052,45,467.35999999999996
1382,898061,29,139.65
1383,898062,35,793.20999
1384,898071,83,2997.19
1385,898072,72,7249.431009999999
1386,898081,25,290.89
1387,898082,18,1357.2700000000002
1388,898101,88,843.5900000000001
1389,898102,21,160.23
1390,898111,9,75.00999999999999
1391,898121,40,558.9000000000001
1392,898122,48,2190.8500000000004
1393,898131,18,216.51000000000002
1394,898132,14,135.28
1395,898141,13,47.32
1396,898142,17,30.89
1397,898151,56,1249.9300199999998
1398,898152,53,1872.8208299999997
1399,898161,37,171.11
1400,898162,35,184.54
1401,898171,44,1381.8200000000004
1402,898172,1,34.0
1403,898181,36,200.00001000000003
1404,898182,40,207.20002
1405,898191,8,68.63
1406,898201,28,267.46000000000004
1407,898202,30,197.33
1408,898211,18,183.04
1409,898212,21,782.8
1410,898221,44,671.81
1411,898222,70,953.71
1412,898231,17,137.46
1413,898232,30,178.85000000000002
1414,898251,15,47.68999999999999
1415,898262,50,390.97
1416,898271,20,146.04
1417,898272,21,151.91
1418,898292,63,343.09999999999997
1419,898302,29,85.0
1420,898311,39,1129.2299999999998
1421,898312,6,70.87
1422,898321,81,3843.0399599999996
1423,898322,103,2576.1199599999995
1424,898331,1,8.77
1425,898332,2,43.0
1426,898341,26,928.7500099999999
1427,898342,26,209.60998999999998
1428,898351,24,212.41
1429,898352,16,228.23000000000002
1430,898361,78,3595.42
1431,898371,38,343.44
1432,898372,21,411.23999999999995
1433,898381,77,1125.0799900000002
1434,898382,67,2242.98
1435,898401,44,633.1199700000001
1436,898402,34,286.01002
1437,898411,61,6602.83309
1438,898412,43,869.2500000000001
1439,898421,10,362.8
1440,898422,2,40.1
1441,898431,4,162.8
1442,898432,3,134.99
1443,898441,22,159.72
1444,898442,3,154.59
1445,898451,42,707.62999
1446,898452,63,1681.1100099999996
1447,898461,82,1275.1799999999998
1448,898462,103,2677.1599999999994
1449,898472,31,575.95
1450,898481,55,250.66999000000004
1451,898482,23,1960.1899999999998
1452,898491,61,2975.01
1453,898512,10,715.47
1454,898521,43,133.47000000000003
1455,898522,12,42.589999999999996
1456,898531,18,140.6
1457,898532,21,629.6600000000001
1458,898542,6,135.39
1459,898551,10,42.93000000000001
1460,898552,25,76.23
1461,898561,49,438.09
1462,898562,43,305.58
1463,898571,49,1218.34
1464,898572,141,608.3100000000001
1465,898581,77,365.5100000000001
1466,898582,73,1275.2299999999998
1467,898592,68,13465.71263
1468,898601,57,570.5
1469,898602,51,513.74998
1470,898611,35,134.0602
1471,898612,28,1329.2100000000003
1472,898621,13,2256.4300000000003
1473,898622,12,112.58
1474,898641,37,571.68
1475,898642,58,473.57000000000005
1476,898651,40,1029.6599999999999
1477,898652,50,1373.51
1478,898661,24,308.02
1479,898681,35,276.78999999999996
1480,898682,42,949.4
1481,898691,7,250.88
1482,898692,32,2448.08999
1483,898701,7,102.5
1484,898702,22,318.99999
1485,898711,50,3683.2
1486,898712,11,390.52000000000004
1487,898721,68,1373.5699999999997
1488,898722,85,714.7099999999999
1489,898742,41,233.78999999999996
1490,898751,36,219.87
1491,898752,49,343.4
1492,898761,64,2438.1000000000004
1493,898762,48,1770.68
1494,898771,66,3258.6800000000003
1495,898772,73,918.8300000000002
1496,898781,20,76.75999999999999
1497,898782,23,202.22
1498,898791,69,576.50001
1499,898792,15,241.25
1500,898801,15,48.89000000000001
1501,898802,4,17.95
1502,898811,16,63.86
1503,898812,5,32.26
1504,898821,52,1477.9499999999998
1505,898822,41,601.6200000000001
1506,898832,19,251.9
1507,898841,39,169.47
1508,898842,107,3169.29
1509,898861,12,2520.81
1510,898862,14,194.12000000000006
1511,898871,19,1030.4
1512,898872,10,28.029999999999998
1513,898881,43,1205.5100000000002
1514,898882,60,2625.96
1515,898891,22,671.39
1516,898892,20,327.98
1517,898901,10,184.7
1518,898902,3,40.14
1519,898911,11,423.41999999999996
1520,898912,28,284.16
1521,898921,31,287.24
1522,898922,40,501.3
1523,898931,19,282.91999000000004
1524,898932,23,478.38000000000005
1525,898941,17,165.35
1526,898942,4,385.0
1527,898951,11,729.52
1528,898952,14,67.30999999999999
1529,898961,43,169.29000000000002
1530,898962,41,109.46999999999998
1531,898972,21,118.36
1532,898982,26,329.23999999999995
1533,898991,27,240.94000000000003
1534,898992,35,1798.8400000000001
1535,899001,18,526.18
1536,899002,64,353.85003
1537,899021,37,470.25
1538,899022,36,139.26
1539,899031,9,215.77
1540,899032,48,2303.6500100000003
1541,899041,30,725.91
1542,899042,13,194.65
1543,899052,71,419.0299999999999
1544,899061,40,653.21
1545,899062,32,195.83
1546,899071,22,1060.41999
1547,899072,24,433.5
1548,899081,45,227.83
1549,899082,18,460.32998999999995
1550,899092,120,682.9000000000001
1551,899101,2,133.0
1552,899102,28,373.83000000000004
1553,899111,17,191.98
1554,899112,18,434.4
1555,899121,58,228.94002999999998
1556,899122,16,268.82001
1557,899131,67,442.64999
1558,899132,7,104.25
1559,899141,27,389.15999
1560,899151,83,672.81
1561,899152,87,1647.21
1562,899162,50,416.57998999999995
1563,899171,30,991.4799999999999
1564,899172,39,631.99
1565,899181,55,1114.75001
1566,899191,25,109.68
1567,899192,32,2196.27
1568,899202,47,675.74
1569,899221,64,470.07999
1570,899222,12,861.25
1571,899231,15,566.13
1572,899232,33,749.7800000000001
1573,899241,19,140.75
1574,899242,33,528.3100000000001
1575,899251,34,370.0
1576,899252,35,501.92999000000003
1577,899261,77,803.2299999999999
1578,899262,50,2610.37819
1579,899271,47,3021.48
1580,899272,70,408.28
1581,899281,1,18.62
1582,899282,12,31.36
1583,899291,124,1115.29994
1584,899292,59,321.35
1585,899301,26,76.36999999999999
1586,899311,11,225.74
1587,899312,7,28.22
1588,899321,49,467.51
1589,899322,51,430.43
1590,899332,26,337.58
1591,899341,4,62.22
1592,899342,26,158.12999999999997
1593,899351,51,262.23
1594,899361,16,104.80000000000001
1595,899362,15,84.75
1596,899371,24,2080.0499999999997
1597,899372,35,810.02
1598,899381,8,25.38
1599,899382,5,3184.3999999999996
1600,899391,6,73.0
1601,899392,8,151.87
1602,899402,19,486.67
1603,899421,37,956.2900000000001
1604,899422,26,307.1
1605,899431,4,110.0
1606,899432,19,357.93999999999994
1607,899441,63,349.68999999999994
1608,899442,110,1876.2100200000004
1609,899451,8,246.0
1610,899461,49,1555.16001
1611,899471,21,240.86
1612,899472,21,125.8
1613,899481,2,124.57000000000001
1614,899482,15,793.8900000000001
1615,899491,25,308.22999999999996
1616,899492,26,500.5599899999999
1617,899501,34,394.46000000000004
1618,899502,42,578.97001
1619,899512,19,420.68999999999994
1620,899521,18,141.62
1621,899522,27,216.76000000000002
1622,899531,37,812.3999999999999
1623,899532,37,578.56
1624,899541,52,363.6600000000001
1625,899542,68,1234.1200099999999
1626,899551,46,1469.92
1627,899552,49,852.3199999999999
1628,899561,68,806.7
1629,899562,47,421.75000000000006
1630,899571,43,146.8
1631,899572,61,2330.6700100000003
1632,899581,44,274.82000000000005
1633,899582,45,405.71000000000004
1634,899601,28,655.1700000000001
1635,899602,47,376.58001
1636,899611,47,226.89000000000001
1637,899612,61,355.3700099999999
1638,899621,83,638.95
1639,899622,88,2835.6900099999993
1640,899631,23,345.3
1641,899632,40,277.52
1642,899641,8,84.96
1643,899642,5,74.14
1644,899651,101,2851.75999
1645,899662,30,307.68000000000006
1646,899681,137,1414.5500299999999
1647,899682,144,2274.29004
1648,899691,25,189.52
1649,899701,45,965.0099999999999
1650,899711,20,966.0799999999999
1651,899712,25,622.62
1652,899722,33,738.0600000000001
1653,899731,7,53.29
1654,899732,10,107.6
1655,899741,40,1392.83999
1656,899742,38,1501.0
1657,899751,43,730.34
1658,899752,35,417.0899999999999
1659,899761,78,2458.0299999999997
1660,899762,63,7783.150009999999
1661,899772,35,1034.24
1662,899781,16,140.14000000000001
1663,899782,6,81.07
1664,899792,30,563.2
1665,899801,28,566.3399999999999
1666,899802,31,252.64
1667,899811,52,780.9499900000001
1668,899812,72,1005.47005
1669,899821,132,3597.54
1670,899831,31,1408.4300199999998
1671,899832,10,269.56
1672,899841,30,375.49
1673,899842,23,761.3100000000001
1674,899852,40,157.99
1675,899861,13,618.8
1676,899862,10,82.86
1677,899871,4,58.8
1678,899872,8,85.97999999999999
1679,899881,4,102.94
1680,899891,12,97.13
1681,899892,42,1075.2800200000001
1682,899901,12,612.34
1683,899902,14,1204.37
1684,899911,25,141.72
1685,899912,19,92.58999999999997
1686,899921,31,1334.06
1687,899922,28,333.11001000000005
1688,899931,38,329.48
1689,899932,23,284.02
1690,899951,119,2397.69001
1691,899952,72,782.8100000000001
1692,899961,7,181.77
1693,899962,24,2166.24
1694,899972,23,123.45
1695,899982,68,3339.88
1696,899991,58,629.9999900000001
1697,899992,63,336.9999999999999
1698,900001,10,93.52
1699,900002,9,94.84
1700,900011,46,593.14
1701,900021,70,7789.21099
1702,900031,27,649.0799999999999
1703,900032,51,608.5000000000001
1704,900041,18,79.63
1705,900042,26,136.01999999999998
1706,900051,11,58.56
1707,900052,19,663.5000000000001
1708,900061,152,3769.3199999999997
1709,900071,25,710.59
1710,900072,13,100.69
1711,900081,20,305.94999999999993
1712,900082,49,4391.03002
1713,900092,68,324.93001
1714,900101,46,1130.1000199999999
1715,900102,22,155.87001
1716,900111,43,358.87000000000006
1717,900112,41,2865.63
1718,900131,43,909.7000000000002
1719,900141,13,166.31
1720,900142,25,705.06
1721,900151,27,564.1899999999999
1722,900152,41,689.8800100000001
1723,900162,49,230.57999999999998
1724,900181,72,387.03999000000005
1725,900182,64,528.63001
1726,900192,99,2008.57
1727,900201,40,1765.7200100000002
1728,900211,16,98.72
1729,900212,9,75.78999999999999
1730,900221,10,107.67
1731,900222,23,405.1400000000001
1732,900231,43,381.87
1733,900232,48,409.47001
1734,900251,5,111.0
1735,900252,13,254.05
1736,900261,31,229.19998999999999
1737,900262,31,229.20001000000002
1738,900271,30,522.5999999999999
1739,900291,55,950.4199999999998
1740,900292,33,554.6300000000001
1741,900301,53,407.84999
1742,900302,13,311.77
1743,900311,33,3318.4199899999994
1744,900312,54,304.91999999999996
1745,900321,22,154.35
1746,900322,18,117.96000000000001
1747,900331,63,428.57000000000005
1748,900342,2,58.0
1749,900351,6,288.55
1750,900352,15,127.24
1751,900362,9,147.87
1752,900371,30,1549.16
1753,900372,41,418.93
1754,900381,12,72.66
1755,900382,6,100.63
1756,900391,16,59.55
1757,900392,21,158.22001
1758,900401,206,992.5900199999999
1759,900421,68,274.49001
1760,900431,10,76.6
1761,900441,27,745.48
1762,900442,11,168.87
1763,900451,31,1858.14
1764,900452,26,398.53999999999996
1765,900471,12,65.42999999999999
1766,900472,18,303.58
1767,900481,56,276.53
1768,900482,17,2257.2400000000002
1769,900491,71,570.2800000000001
1770,900492,54,950.4599999999999
1771,900512,84,3137.93801
1772,900522,26,776.7300000000001
1773,900531,35,456.57000000000005
1774,900532,102,1205.59
1775,900541,11,134.47
1776,900542,9,161.01
1777,900551,32,196.06
1778,900552,38,568.7799999999999
1779,900562,19,755.25
1780,900571,82,1281.2300000000002
1781,900572,43,433.67
1782,900582,86,1032.48001
1783,900591,38,455.17
1784,900592,5,31.259999999999998
1785,900601,16,1015.4699999999998
1786,900602,19,429.21999999999997
1787,900612,16,47.96
1788,900621,11,36.38000000000001
1789,900622,26,411.84000000000003
1790,900641,30,260.91
1791,900642,7,194.99
1792,900652,1,21.78
1793,900662,35,229.35001000000003
1794,900671,42,280.0199999999999
1795,900672,60,2263.87
1796,900681,19,504.98
1797,900682,27,275.7
1798,900691,36,181.71
1799,900692,1,36.0
1800,900701,11,149.76
1801,900702,12,236.25
1802,900721,72,6328.96
1803,900722,38,682.20001
1804,900731,4,115.77000000000001
1805,900741,5,4291.046
1806,900751,15,205.25
1807,900752,21,649.6500000000001
1808,900761,25,358.92999000000003
1809,900762,26,159.44
1810,900772,17,154.53000000000003
1811,900781,34,1473.13001
1812,900782,54,1762.55848
1813,900791,44,3580.8999899999994
1814,900792,25,944.0000100000001
1815,900801,11,180.0
1816,900802,12,287.0
1817,900811,28,26118.100000000002
1818,900812,31,347.59000000000003
1819,900822,57,732.48
1820,900841,5,319.90999999999997
1821,900842,43,570.9699999999999
1822,900851,15,1685.1299999999999
1823,900881,63,719.6200200000001
1824,900882,58,264.21995
1825,900892,44,259.9
1826,900901,21,107.60999999999999
1827,900902,25,96.08999999999999
1828,900911,4,73.28
1829,900912,4,95.07
1830,900921,28,190.03
1831,900922,35,77.28
1832,900931,46,4008.7600099999995
1833,900932,7,83.0
1834,900941,31,672.16999
1835,900942,117,1350.50999
1836,900951,10,950.3500000000001
1837,900961,27,438.11
1838,900962,24,663.6600000000001
1839,900971,5,983.8
1840,900972,8,52.980000000000004
1841,900981,15,2290.519999999999
1842,900982,18,198.45
1843,900991,20,126.86
1844,900992,45,487.6100200000001
1845,901001,35,496.17
1846,901002,45,545.87
1847,901021,49,928.7
1848,901022,91,673.47
1849,901032,27,769.66
1850,901041,26,743.8900000000001
1851,901042,13,136.14999999999998
1852,901051,50,889.34
1853,901061,53,318.99
1854,901062,52,1887.05
1855,901071,23,239.95000000000005
1856,901072,25,234.46
1857,901091,12,411.68001000000004
1858,901101,44,985.2099999999998
1859,901102,43,1495.97
1860,901121,26,1463.4399999999996
1861,901122,28,191.46999999999997
1862,901131,62,1010.00003
1863,901132,90,1612.99999
1864,901151,167,3223.2
1865,901161,69,1150.4899999999998
1866,901162,34,1269.54
1867,901171,64,1697.2700100000002
1868,901181,20,897.53
1869,901201,23,125.05000000000001
1870,901202,30,158.46000999999998
1871,901211,33,1501.22
1872,901212,55,4275.960010000001
1873,901221,62,2950.7899899999993
1874,901222,24,198.67999999999998
1875,901231,6,56.97
1876,901232,53,404.49000000000007
1877,901241,7,298.12
1878,901242,11,99.57000000000001
1879,901251,97,916.17
1880,901252,99,5158.71
1881,901261,27,188.73000000000002
1882,901262,43,242.03
1883,901281,13,282.68
1884,901282,45,453.95000000000005
1885,901291,29,203.72
1886,901292,59,654.34
1887,901301,10,55.97
1888,901302,16,197.58999999999997
1889,901311,57,236.61999999999998
1890,901312,33,380.10999999999996
1891,901321,29,231.33
1892,901322,21,1298.8700000000001
1893,901331,36,1218.1700099999998
1894,901341,65,407.26001
1895,901342,44,177.70999999999998
1896,901351,12,50.300000000000004
1897,901352,8,39.47
1898,901361,80,1426.1928500000001
1899,901371,19,2010.46
1900,901372,18,734.85
1901,901381,70,1878.9200000000003
1902,901382,49,994.2099999999999
1903,901391,5,208.06
1904,901392,16,486.21
1905,901401,61,1376.98
1906,901402,90,1457.3899700000002
1907,901411,42,475.72
1908,901412,62,831.38
1909,901431,15,200.94
1910,901432,19,119.36999999999999
1911,901441,8,52.879999999999995
1912,901451,27,766.5999899999999
1913,901452,20,435.88000000000005
1914,901461,24,1209.92
1915,901462,26,1054.18
1916,901472,20,199.22
1917,901481,30,1365.1200000000003
1918,901482,40,483.77
1919,901491,14,44.05
1920,901492,9,39.75
1921,901501,6,80.0
1922,901502,14,390.76
1923,901511,10,1358.2
1924,901512,11,278.65
1925,901521,1,10.34
1926,901522,4,86.04
1927,901531,92,1223.72
1928,901541,37,352.43998999999997
1929,901542,37,561.63
1930,901551,47,646.1700000000001
1931,901552,29,2728.24
1932,901562,3,75.0
1933,901571,14,666.6400000000001
